Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices,States,States_Code
Project_131,Energy,City_E,82.36,834.95,38.44,2.58,9168.16,Not Applicable,88.67,6221915,27,"['Environmental Organization', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",Montana,MT
Project_132,Water Management,City_D,63.47,778.35,37.98,1.95,1639.6,Implemented,44.57,2043954,45,"['Government', 'Local Community', 'Government']",Medium,"['Energy Efficiency', 'Waste Management']",Nebraska,NE
Project_133,Energy,City_D,38.4,263.51,40.56,8.69,3478.69,Planned,40.73,4751353,12,"['Government', 'Government', 'Local Community']",High,"['Energy Efficiency', 'Energy Efficiency']",Nevada,NV
Project_134,Urban Development,City_E,69.87,624.39,41.97,2.86,7298.1,Planned,66.97,9708860,58,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",High,"['Green Infrastructure', 'Energy Efficiency']",New Hampshire,NH
Project_135,Water Management,City_D,8.16,934.05,85.39,1.6,4754.61,Not Applicable,72.96,7374693,29,"['Local Community', 'Environmental Organization', 'Private Sector']",High,"['Green Infrastructure', 'Green Infrastructure']",New Jersey,NJ
Project_136,Water Management,City_B,15.18,357.14,74.58,0.72,2534.79,Not Applicable,22.21,2788703,34,"['Local Community', 'Government', 'Local Community']",Medium,"['Renewable Energy', 'Waste Management']",New Mexico,NM
Project_137,Energy,City_E,73.38,205.64,18.3,7.67,5903.97,Not Applicable,87.43,2663587,59,"['Private Sector', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Green Infrastructure']",New York,NY
Project_138,Energy,City_A,70.37,703.09,56.24,5.61,1910.93,Implemented,22.94,884641,50,"['Environmental Organization', 'Private Sector', 'Local Community']",Low,"['Green Infrastructure', 'Renewable Energy']",North Carolina,NC
Project_139,Construction,City_A,28,104.63,65.91,5.21,1860.55,Not Applicable,49,4524787,16,"['Local Community', 'Private Sector', 'Local Community']",Medium,"['Energy Efficiency', 'Green Infrastructure']",North Dakota,ND
Project_140,Urban Development,City_E,23.79,133.59,38.3,1.62,7625.54,Implemented,87.8,214698,53,"['Local Community', 'Local Community', 'Environmental Organization']",High,"['Energy Efficiency', 'Waste Management']",Ohio,OH
Project_141,Energy,City_C,98.55,138.29,91.18,7.61,6409.62,Implemented,47.41,4058993,53,"['Local Community', 'Government', 'Environmental Organization']",High,"['Renewable Energy', 'Green Infrastructure']",Oklahoma,OK
Project_142,Water Management,City_E,85.66,987.57,40.19,2.86,3635.35,Implemented,42.88,7796487,20,"['Government', 'Government', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']",Oregon,OR
Project_143,Water Management,City_D,49.76,442.79,70.32,5.82,9521.83,Not Applicable,55.04,4509481,8,"['Private Sector', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",Pennsylvania,PA
Project_144,Urban Development,City_A,6.09,642.3,26.86,2.02,2768.97,Implemented,6.31,641754,36,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Renewable Energy', 'Green Infrastructure']",Rhode Island,RI
Project_145,Construction,City_D,14.26,251.81,56.8,9.09,5942.17,Not Applicable,31.97,6641175,50,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']",South Carolina,SC
Project_146,Water Management,City_E,63.27,599.23,66.9,2.1,1070.17,Planned,15.15,878366,46,"['Private Sector', 'Environmental Organization', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",South Dakota,SD
Project_147,Energy,City_A,88.37,843.94,99.44,8.43,8741.23,Not Applicable,71.09,3408534,38,"['Local Community', 'Local Community', 'Private Sector']",Medium,"['Waste Management', 'Waste Management']",Tennessee,TN
Project_148,Energy,City_D,89.38,379.06,32.78,6.26,3596.3,Not Applicable,46.56,4192069,33,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']",Texas,TX
Project_149,Transportation,City_A,2.92,436.56,93.87,1.16,2024.87,Planned,26.81,7330074,42,"['Private Sector', 'Environmental Organization', 'Private Sector']",High,"['Green Infrastructure', 'Waste Management']",Utah,UT
Project_150,Urban Development,City_B,16.73,107.33,26.9,6.5,9119.44,Planned,28.78,4911535,44,"['Government', 'Local Community', 'Environmental Organization']",High,"['Renewable Energy', 'Green Infrastructure']",Vermont,VT
Project_151,Construction,City_A,21.36,299.82,86.57,5.7,5336.02,Implemented,14.39,5730246,44,"['Private Sector', 'Environmental Organization', 'Government']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Virginia,VA
Project_152,Construction,City_B,74.62,377.31,25.42,4.32,9576.28,Implemented,9.94,9526944,48,"['Government', 'Private Sector', 'Local Community']",High,"['Waste Management', 'Green Infrastructure']",Washington,WA
Project_153,Energy,City_B,41.13,331.87,77.28,5.95,7986.21,Not Applicable,94.29,6878788,57,"['Local Community', 'Government', 'Government']",Low,"['Green Infrastructure', 'Waste Management']",West Virginia,WV
Project_154,Energy,City_B,84.58,230.61,54.69,8.23,2773.23,Not Applicable,94.88,9280581,18,"['Government', 'Private Sector', 'Private Sector']",Low,"['Waste Management', 'Renewable Energy']",Wisconsin,WI
Project_155,Transportation,City_E,43.79,898.68,95.87,4.54,4788.4,Implemented,5.76,7646491,33,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Renewable Energy', 'Green Infrastructure']",Wyoming,WY
Project_156,Transportation,City_A,7.23,330.57,86.61,3.18,7312.5,Planned,88.4,1180265,9,"['Local Community', 'Private Sector', 'Government']",Low,"['Waste Management', 'Green Infrastructure']",Puerto Rico,PR
Project_157,Construction,City_B,31.74,806.41,47.52,2.93,2027.15,Not Applicable,98.79,3459365,59,"['Local Community', 'Environmental Organization', 'Environmental Organization']",High,"['Waste Management', 'Energy Efficiency']",Alabama,AL
Project_158,Water Management,City_C,75.51,205.78,39.44,1.21,2725.85,Implemented,60.96,7726074,6,"['Private Sector', 'Environmental Organization', 'Government']",Low,"['Green Infrastructure', 'Renewable Energy']",Alaska,AK
Project_159,Urban Development,City_D,5.32,315.29,73.9,4.54,6753.11,Not Applicable,18.67,9531015,58,"['Local Community', 'Local Community', 'Local Community']",High,"['Waste Management', 'Green Infrastructure']",Arizona,AZ
Project_160,Urban Development,City_D,51.09,997.45,14.11,0.69,1308.96,Not Applicable,29.33,2514923,30,"['Environmental Organization', 'Government', 'Government']",Medium,"['Renewable Energy', 'Waste Management']",Arkansas,AR
Project_161,Energy,City_A,4.29,245.59,29.95,7.78,1438.88,Implemented,86.61,2046649,6,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']",California,CA
Project_162,Energy,City_D,38.53,208.21,75.01,2.49,5317.11,Planned,89.53,3626092,47,"['Local Community', 'Government', 'Private Sector']",Low,"['Waste Management', 'Green Infrastructure']",Colorado,CO
Project_163,Urban Development,City_B,61.38,203.56,24,7.04,8852.49,Not Applicable,30.3,9520761,45,"['Government', 'Environmental Organization', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",Connecticut,CT
Project_164,Energy,City_E,23.87,394.16,15.23,1.28,4082.78,Implemented,45.87,6843298,22,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Green Infrastructure']",Delaware,DE
Project_165,Water Management,City_E,30.03,290.49,97.36,0.68,3623.27,Implemented,97.51,5937047,28,"['Government', 'Private Sector', 'Government']",Medium,"['Energy Efficiency', 'Waste Management']",District of Columbia,DC
Project_166,Transportation,City_C,9.48,153.47,19.37,9.41,5221.45,Not Applicable,52.66,5465617,42,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Waste Management', 'Waste Management']",Florida,FL
Project_167,Construction,City_D,60.56,181.97,55.75,3.69,6437.14,Planned,45.54,9067996,48,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Green Infrastructure']",Georgia,GA
Project_168,Energy,City_C,54.74,510.84,46.43,3.14,6346.86,Not Applicable,94.8,8069399,12,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Waste Management', 'Green Infrastructure']",Hawaii,HI
Project_169,Water Management,City_B,54.45,666.96,99.47,9.11,2871.25,Implemented,54.62,5502434,47,"['Private Sector', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Energy Efficiency']",Idaho,ID
Project_170,Construction,City_E,65.32,751.4,44.02,3.11,8347.89,Implemented,5.47,5032426,43,"['Government', 'Private Sector', 'Private Sector']",Low,"['Green Infrastructure', 'Green Infrastructure']",Illinois,IL
Project_171,Construction,City_E,8.07,907.44,13.31,3.61,4309.73,Implemented,21.67,6052510,60,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Energy Efficiency', 'Renewable Energy']",Indiana,IN
Project_172,Energy,City_E,29.51,682.07,87.51,1.08,5470.49,Implemented,95.85,1888677,31,"['Government', 'Government', 'Local Community']",High,"['Green Infrastructure', 'Waste Management']",Iowa,IA
Project_173,Urban Development,City_D,87.72,690.23,83.26,7.96,2750.81,Implemented,27.56,2625759,30,"['Private Sector', 'Environmental Organization', 'Local Community']",High,"['Energy Efficiency', 'Green Infrastructure']",Kansas,KS
Project_174,Transportation,City_B,54.7,760.5,95.13,4.82,6287.49,Implemented,72.16,7800232,12,"['Private Sector', 'Government', 'Government']",High,"['Green Infrastructure', 'Green Infrastructure']",Kentucky,KY
Project_175,Construction,City_A,43.91,565.61,32.96,6.11,3888.72,Implemented,93.76,1877118,22,"['Private Sector', 'Local Community', 'Local Community']",Medium,"['Energy Efficiency', 'Green Infrastructure']",Louisiana,LA
Project_176,Energy,City_E,63.34,651.92,42.47,0.3,2118.45,Not Applicable,17.07,8140570,47,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Green Infrastructure', 'Waste Management']",Maine,ME
Project_177,Urban Development,City_A,90.7,266.61,73.53,0.93,7718.55,Implemented,51.7,5856484,26,"['Local Community', 'Private Sector', 'Environmental Organization']",Medium,"['Renewable Energy', 'Renewable Energy']",Maryland,MD
Project_178,Energy,City_B,81.52,267.02,40.6,2.01,7395.08,Planned,83.81,3867082,11,"['Government', 'Local Community', 'Government']",Medium,"['Waste Management', 'Renewable Energy']",Massachusetts,MA
Project_179,Urban Development,City_D,25.63,326.9,62.17,9.51,2574.57,Planned,41.32,9343700,39,"['Local Community', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']",Michigan,MI
Project_180,Water Management,City_C,27.48,719.64,19.1,7.3,3117.56,Implemented,36.07,3566620,31,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Green Infrastructure']",Minnesota,MN
Project_181,Construction,City_D,11.26,268.57,22.64,7.58,1168.95,Planned,50.06,5231651,32,"['Private Sector', 'Private Sector', 'Private Sector']",High,"['Green Infrastructure', 'Renewable Energy']",Mississippi,MS
Project_182,Urban Development,City_B,93.94,646.97,45.56,5.05,3980.8,Not Applicable,98.92,1395208,37,"['Private Sector', 'Government', 'Private Sector']",Low,"['Renewable Energy', 'Energy Efficiency']",Missouri,MO
Project_183,Urban Development,City_E,18.77,332.17,44.82,6.25,9375.13,Not Applicable,7.22,1282225,53,"['Local Community', 'Private Sector', 'Government']",Medium,"['Waste Management', 'Renewable Energy']",Montana,MT
Project_184,Urban Development,City_B,22.61,447.26,28.98,5.74,7734.22,Planned,88.09,8866396,19,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']",Nebraska,NE
Project_185,Construction,City_C,75.24,324.88,54.54,2.72,6174.73,Implemented,82.19,9724529,53,"['Government', 'Local Community', 'Local Community']",High,"['Energy Efficiency', 'Green Infrastructure']",Nevada,NV
Project_186,Transportation,City_E,99.66,481.77,38.53,4.57,4354.53,Not Applicable,53.28,6812007,50,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Energy Efficiency']",New Hampshire,NH
Project_187,Energy,City_D,69.01,952.45,55.5,4.31,1921.79,Planned,56.52,5129725,9,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Energy Efficiency', 'Renewable Energy']",New Jersey,NJ
Project_188,Water Management,City_A,92.85,287.39,14.33,1.47,7273.88,Implemented,33.77,841002,30,"['Private Sector', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Waste Management']",New Mexico,NM
Project_189,Water Management,City_A,79.07,861.67,68.74,4.28,5268.13,Planned,19.49,9986206,20,"['Government', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Waste Management']",New York,NY
Project_190,Construction,City_D,21.21,677.84,30.82,8.99,5596.54,Planned,84.85,9437825,57,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Green Infrastructure', 'Green Infrastructure']",North Carolina,NC
Project_191,Transportation,City_C,23.85,684.55,46.28,5.57,6403.59,Planned,96.06,4723513,43,"['Environmental Organization', 'Local Community', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",North Dakota,ND
Project_192,Transportation,City_A,64.7,379.49,31.24,8.9,9850.12,Planned,51.55,1975335,18,"['Environmental Organization', 'Private Sector', 'Local Community']",Low,"['Energy Efficiency', 'Energy Efficiency']",Ohio,OH
Project_193,Energy,City_C,76.43,596.98,72.95,6.87,2480.02,Implemented,42.9,6720043,39,"['Environmental Organization', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']",Oklahoma,OK
Project_194,Transportation,City_B,25.43,934.1,95.95,2.57,3721.15,Implemented,70.41,574627,41,"['Local Community', 'Environmental Organization', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Oregon,OR
Project_195,Energy,City_B,89.14,902.83,62.76,7.12,6907.47,Implemented,49.89,7763905,17,"['Private Sector', 'Government', 'Local Community']",High,"['Green Infrastructure', 'Renewable Energy']",Pennsylvania,PA
Project_196,Energy,City_D,90.15,201.87,38.27,8.17,7062.17,Not Applicable,14.6,6532432,25,"['Government', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Green Infrastructure']",Rhode Island,RI
Project_197,Energy,City_B,58.22,957.97,49.02,2.04,6954.58,Implemented,42.1,8689970,40,"['Environmental Organization', 'Local Community', 'Environmental Organization']",High,"['Waste Management', 'Waste Management']",South Carolina,SC
Project_198,Water Management,City_E,35.1,116.69,97.97,1.22,7849.91,Implemented,32.04,5871169,40,"['Private Sector', 'Government', 'Government']",High,"['Energy Efficiency', 'Energy Efficiency']",South Dakota,SD
Project_199,Transportation,City_C,16.26,917.93,54.26,1.51,5189.25,Implemented,66.69,3327408,6,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Energy Efficiency', 'Green Infrastructure']",Tennessee,TN
Project_200,Transportation,City_A,16.42,902,97.94,9.66,7442.14,Not Applicable,29.62,7037259,22,"['Government', 'Government', 'Government']",Low,"['Waste Management', 'Renewable Energy']",Texas,TX
Project_201,Construction,City_B,8.92,553.05,40.01,4.34,3320.73,Implemented,76,2641102,31,"['Private Sector', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",Utah,UT
Project_202,Urban Development,City_D,67.06,797.82,80.94,3.2,6841.08,Not Applicable,26.91,9445979,6,"['Environmental Organization', 'Private Sector', 'Local Community']",Medium,"['Waste Management', 'Waste Management']",Vermont,VT
Project_203,Energy,City_C,97.38,499.38,59.86,1.81,9962.77,Implemented,33.34,3946759,44,"['Private Sector', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Renewable Energy']",Virginia,VA
Project_204,Urban Development,City_C,69.35,160.36,41.22,0.74,1920.06,Implemented,7.54,542651,27,"['Environmental Organization', 'Local Community', 'Local Community']",Low,"['Waste Management', 'Waste Management']",Washington,WA
